reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
882f3e5e-b40d-41ac-981f-ac0058db2e3a,Erin Estep,https://play-lh.googleusercontent.com/a-/ACB-R5Tjk7effMdZDeSVRXlCLwU9w1gC_V5nY9U1ZmpOtA,"Love it, but has some issues with trying to move money around. Buttons don't always work.",3,0,5.12.0,2023-04-23 07:16:17,"Hi Erin, we would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-04-24 23:24:44
e460b695-fbb3-4222-822e-c2d754a2675d,Tra Tanton,https://play-lh.googleusercontent.com/a-/ACB-R5SY8H3-dpeGKSpF6_69spi5EFBbKJEQCgG08X2O,It takes a long time to download i cant get into my savings and there is someone else spending my money when the card is locked,3,0,5.0.4,2023-04-22 02:02:59,"Thank you for sharing this with us, Tra. We're sorry about the experience you had with Greenlight and we'd like to make this right. A Greenlight team member will be in touch with you shortly.
",2023-04-23 01:42:13
97d8d22f-ce3c-4a93-9f64-426382575169,Wilby Soot,https://play-lh.googleusercontent.com/a-/ACB-R5QRdeL3KLXT5GAIntGV9V5BdVmGsaEFHt_mwycx8g,"Pretty good, however once you log out or get a new phone, your login is not saved and it will not let you log back in",3,0,5.12.0,2023-04-20 23:41:53,"Thank you for sharing this with us. We're sorry about the experience you had with Greenlight. We would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.
",2023-04-22 04:11:02
c5247b4a-8beb-41ec-bad3-45dc339de226,Jeff Balcerski,https://play-lh.googleusercontent.com/a-/ACB-R5ShZ5QUEZn30w7Nx_qcJdh38DM4FXluv4AiEMPJPG0,"PREVIOUS: Constantly crashing, cards and account randomly deactivated, charges for card replacement when it said the replacement was free.... (truncated during edit) EDIT: Customer service contacted me and fixed it. There are still things that are concerning and not transparent to the user (the app is remotely deactivated, so it just crashes without providing feedback; the monthly fee is automatically debited so it shouldn't have caused a cancellation; the reactivation can get stuck in a loop.)",3,11,5.11.0,2023-04-13 00:36:06,"Thank you for sharing this with us, Jeff. We're sorry about the experience you had with Greenlight and we'd like to make this right. A Greenlight team member will be in touch with you shortly.",2023-04-13 00:51:05
9835c3b0-2f5f-4dae-acb9-a01dbaa6fe47,Kelapakinaneka Delbernette Anakalea-Dedrick,https://play-lh.googleusercontent.com/a/AGNmyxZT3su0mChlehDwcWAfWiHtRW9xR0JGC11i_VXpQSc=mo,I just opened an account now I can't get on the app keep saying their is a bug. Please help me because cashapp and paypaL I'm having issues with at this time.....,3,0,5.11.0,2023-04-12 03:39:07,"Thank you for sharing this with us. We're sorry about the experience you had with Greenlight and we'd like to look into this for you. Please reach out to us at support@greenlight.com so we can take a closer look into your account.
",2023-04-13 00:03:05
b53937e5-03b4-4b4a-aef1-b583cc886746,Keysha Baptiste,https://play-lh.googleusercontent.com/a/AGNmyxYLbBuHjhrYS6EWu9YQRLv-F6nOKvvG1jMMW0nw=mo,I use to love this app however lately I'm unable to save my chores for the kids so frustrating. Also I think they need to add an option where we can input how much money to pay the kids when they complete their chores and if chore isn't complete Greenlight doesn't send over the funds only the completed chores will be funded to the allowance,3,0,5.11.0,2023-04-10 13:20:43,"Thank you for sharing this with us, Keysha. We pride ourselves in providing a safe and easy-to-use product to help families manage their finances. We're sorry about the experience you had with Greenlight and we'd like to look into this for you. A Greenlight team member will be in touch with you shortly.
",2023-04-16 02:52:13
672c78c9-30c8-47bf-823c-4a9ad72573a9,Robert Strunk,https://play-lh.googleusercontent.com/a-/ACB-R5TTyMEgcKaYKfYFEzREDbU5GVy2uqlZA_DkNqOYdy8,"The app is kinda low quality but it does what it is supposed to do most of the time. It's obvious the user experience isn't a high priority of the app team, at least for my device. But it's good enough. Not too happy that I signed up under a three month free promo and have been charged before the three months have elapsed. But based on the quality of how this app is I knew that was going to be the case.",3,0,5.11.0,2023-04-09 05:43:31,"Thank you for sharing this with us, Robert. We're sorry about the experience you had with Greenlight and we'd like to look into this for you. A Greenlight team member will be in touch with you shortly.
",2023-04-13 04:14:10
9c919739-cf78-43c5-871f-f17089a8e39e,Zach Pohlman,https://play-lh.googleusercontent.com/a-/ACB-R5QbVXSulnXwSNw2jPNOYrhJL_eSG5SAPl94QZBz0g,"Edit: thanks for fixing the verification! I'd love to describe my experience with this service, but I can't. I submitted all the requested documentation over a week ago, they said it'd take 1-2 business days to verify. Still says they're verifying. Multiple calls to support where I get forwarded to voicemails, they ignore email support tickets, nobody can actually see what status the account is in.",3,2,5.10.1,2023-04-03 04:34:05,We pride ourselves on providing a safe and easy-to-use product to help families manage their finances. We're sorry about the experience you had with Greenlight and we'd like to make this right. A Greenlight team member will be in touch with you shortly.,2023-04-03 01:36:36
c0ce1962-1b3e-4553-a20d-10cf9904a96e,Christopher Nolen,https://play-lh.googleusercontent.com/a-/ACB-R5SbzwRQQFIUGn3WvI98v3QugAhseWuofFKFaV9UuQ,"I used to like it. But then I found outt about this stupid feature. So I can't get paid 5 dollars early, EVEN THOUGH I want to get paid $5. Delete it. Please.",3,0,5.10.1,2023-03-28 20:26:16,"Thank you for sharing this with us, Christopher. We would like to look into this for you. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-03-29 22:57:07
31f4a3cf-8039-4e2c-84de-5b32aec5c6a4,Melissa Forrester,https://play-lh.googleusercontent.com/a-/ACB-R5QRJMbZFqN1Owy9qNPzsCeMtub_SpqFd8wJQJRHtlY,"Still trying to figure it out. I'm sure this app has all kinds of settings, helpful stuff for parents but it's not very user friendly. It's going to take time to navigate through it blindly trying stuff. Might be fun. Probably not though. Who has that kind of time just to give your kids their allowance on a debit card... 🤷‍♀️ I'll edit soon after I've used it some.",3,0,5.9.2,2023-03-25 01:01:05,"Thank you for sharing this with us, Melissa. We are always working to improve our Greenlight experience and will be sure to pass your feedback along to the team. A Greenlight team member will be in touch with you shortly.",2023-03-25 01:06:01
