reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
9a7f0d0f-e40c-48d1-83b0-95343bad3f5b,KB Singh,https://play-lh.googleusercontent.com/a-/ACB-R5Sx2i8I11DV3dqrjiQI2ri3rkkPqFC5Fc-mjYRVzg,best,4,0,1.41.0,2023-04-23 12:54:06,Hey Singh! Thank you for the rating. Please help us in making this a 5-star for you. You can reach out to our Live chat support in the Niyo Global by SBM app or write us at global.escalation@goniyo.com so that we can offer you a personalized experience & help clear any doubts that you may have. - AS.,2023-04-23 13:01:49
4d234c25-ce9e-453e-97f2-bdd77033ae40,Aasan Hai,https://play-lh.googleusercontent.com/a-/ACB-R5ThDElKQs0yAoRE5P3M19fJhq_WMMeZ92FMkRZC178,Is it 650 cibil accept or not.?,4,0,,2023-04-21 01:49:39,Hey There! The Cibil score depends on the service or facility you opt for. Please be informed that you don't need the Cibil score to onboard with you Niyo. You can download the app from the playstore and start enjoying our services.- RN.,2023-04-21 09:05:26
9a65887a-1404-409b-9a62-a79d74c83886,Anish Anish,https://play-lh.googleusercontent.com/a-/ACB-R5TLrycuBKWd77phLO17FfxJMRqnJ6QYEXpKFWm_YA,super,4,0,1.37.0,2023-04-17 20:51:15,"Hi Anish, thank you for your feedback. Please assist us in making this a 5-star experience for you by reaching out to us at our Live Chat Support on the Niyo Global app.- SK.",2023-04-17 20:55:18
be78ed99-3eac-4fd4-b884-0504f2004703,Saddam Hussain,https://play-lh.googleusercontent.com/a-/ACB-R5RysnkU-g5-WZyLtbc0jDlA9oF11hl0HQrUXm_uyQ,good,4,0,1.35.0,2023-04-15 11:49:39,"Hey Saddam! Thank you for the rating. Please help us make this experience 5 stars for you by reaching out to our Live chat in you app or you may write us at global.escalation!goniyo.com, and our team will connect with you to guide you through. - AS.",2023-04-15 11:53:58
4e772273-37d0-400c-b05e-e56a43d4acf5,Infinite Angle,https://play-lh.googleusercontent.com/a-/ACB-R5SH7c4PRDwcTdbun_eU7AH5YZgp8xFi-bEJ95G0,Must get comunication before opening Acount,4,0,1.35.0,2023-04-13 19:27:29,Hey There! We'd like to understand what went wrong! It'd be great if you could reach out to our Live chat support in the Niyo Global app or you can write us at global.escalation@goniyo.com and will connect with you right away to have it addressed at the earliest.- AS.,2023-04-13 19:43:11
1713b6d9-87c3-4820-a9e4-4814b80b0439,Prajakta Pai Bhatekar,https://play-lh.googleusercontent.com/a-/ACB-R5TaY2UWh_nvnK22up9vBv58UfVufi6bVSecMynE-A,Horrible app. I have been endlessly trying to get past the phone number verification step where the app is getting stuck everytime. Its a pain to transfer amount to bank. ______________________________________ I was able to register on the app and I have been able to use it without any hiccups since then. It did really help having this card with me during my travel !!:),4,1,1.33.0,2023-04-13 18:10:32,Hey Prajakta! Thank you so much for confirming the same. Do connect with us in case you need any further assistance via our live chat support team or write us at global@goniyo.com. We will be happy to help you. - PG.,2023-04-13 18:22:52
6d5e45a4-00a1-4b3f-9804-c16cd5602245,Mahendar Kumar Mali,https://play-lh.googleusercontent.com/a-/ACB-R5TCmb9O4hNPB42nBcXwU_arxG1A2YQmL97qdSzzZe0,App crashes often post the recent updates,4,0,,2023-04-12 13:35:00,"Hi Mahendar, we appreciate all feedback. Thank you for bringing this issue to our attention. Please be informed that we are closely working with the team to get it fixed. Going forward, we will make sure you don't face any issues as such. - SK.",2023-04-12 13:53:16
b2cea8c0-5814-459d-94dd-9e27dc5049af,muhammed irfan,https://play-lh.googleusercontent.com/a-/ACB-R5QP4zMqwYTtF3UfFIB1HN-ZK3Zexuk9orOHLWomUg,Good 👍,4,0,1.35.0,2023-04-10 23:17:31,We’re ecstatic that we've met the 5-star mark for you! Kind folks like you make our job a pleasure. Thank you! 😀 - RN.,2023-04-11 08:33:49
9734d0be-042f-4ae8-8dd4-f5c252032f15,GM_IS CRIS,https://play-lh.googleusercontent.com/a-/ACB-R5S9z5fhMmrvPuIof7DlDi4dPPiPJnb93v9_3mGK3g,"Just started, will update after using it for sometime.",4,0,1.35.0,2023-04-10 13:12:26,Hi There! We're really sorry for the experience. We tried searching for your details but couldn't find any with the username. Please help us in making this a 5-star for you. You can reach out to our Live chat support in the Niyo Global by SBM app or write us at global.escalation@goniyo.com so that we can assist you further- AS.,2023-04-10 13:15:35
eb8b5ad0-88b4-40fa-b8f8-ed82989c739c,Sajid Paik,https://play-lh.googleusercontent.com/a-/ACB-R5TLhE7TZPWuk2JgLB2l5SaHnq0YTaF8ngaf9RDEJMk,The app is down most of the time. Edit: After rhe update it's working again.,4,0,1.35.0,2023-04-09 14:33:56,"Hi Sajid, we are glad to know that the reported issue is resolved. Please feel free to write to us at global.escalation@goniyo.com, or you can also reach out to our Live Chat Support on the Niyo Global app in case of urgency or help needed. Take care! - SK.",2023-04-09 14:56:57
