reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
978b53fb-0984-489e-ac5c-71f1e278036c,ripudaman Singh,https://play-lh.googleusercontent.com/a-/ACB-R5Rsa_0ig0LEbruTE8yS1AB7gf-glYJFq_eJCtFoVXg,"after all odds, they have resolved all my issue in odd areas.",5,0,1.37.0,2023-04-23 23:10:57,We’re thrilled that you gave us a 5-star! Glad that we’re able to add value to your life with our services. Hi5 back at you! 🙌 - RN.,2023-04-24 08:52:45
88449092-5fd9-460c-9996-2ee4f36064d4,Jadu sen,https://play-lh.googleusercontent.com/a/AGNmyxZ8aFDagMetP-LxqP83m-CXV9dXZs9i1OW1BzLr=mo,There are a lot of safety measures built into the app to protect your personal and financial information.,5,0,,2023-04-23 08:14:45,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Jadu! 🙌- AS.",2023-04-23 08:22:45
35d5b83d-e080-45ac-b883-79c2f6dac168,Dharm Veer,https://play-lh.googleusercontent.com/a/AGNmyxaEB0bsDk8y9TzvVTnRKexFb7BE93Vy_tUiMs-I=mo,This is a lifesaver if you need to change money quickly and are in a pinch.,5,0,,2023-04-23 08:13:00,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Dharm! 🙌- AS.",2023-04-23 08:23:27
0874cf8f-55af-4507-b318-290181bce453,Preety Sharma,https://play-lh.googleusercontent.com/a/AGNmyxZIZ1Gp_hqrD_Zn5DA0nbPv0KZv6E5sUJEpU0LK=mo,The app is great for travelers or people who do business around the world often because it let's users exchange up to ten different currencies at good rates.,5,0,1.41.0,2023-04-23 07:48:07,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Preety! 🙌- AS.",2023-04-23 08:07:07
e690a4f1-d8bd-40cc-9c19-4a03899b36d0,Manoj Khanna change my life,https://play-lh.googleusercontent.com/a-/ACB-R5T8DuvuZbk8rqC654oZVxoI-JdM6vsOmphrfWDSvw,good,5,0,1.37.0,2023-04-22 17:08:01,Hey Manoj! We appreciate you taking the time to share with us your experience. We are pleased that you found our services to be quite helpful. :) - KK.,2023-04-22 17:17:45
655895bf-5438-44b4-8f21-b069d16c0397,Jaspreet Singh,https://play-lh.googleusercontent.com/a-/ACB-R5S0zEiCVOJYkcOWOj_PpSxmcJXDx1kz1Ujs1zY0pg,i love him,5,0,1.37.0,2023-04-21 21:39:52,"We’re thrilled that you gave us a 5-star rating, Jaspreet! Glad that we’re able to add value to your life with our services. Hi5 back at you! 🙌- PG.",2023-04-21 22:06:18
7a6d847f-2ab7-4497-97ff-81d789347997,Avery Acha,https://play-lh.googleusercontent.com/a/AGNmyxbqq8t6b0gJS3pk-jPdqDAZRLfurNT62BFe6IjK=mo,Very easy to get visa platinum debit card with design of your choice from the comfort of your home It’s the best feature of the app coz of which I started using the app Now I have started investing in MF also through this app,5,0,1.37.0,2023-04-21 20:24:18,"Thanks for the awesome review, Avery! We’re happy to hear that we've hit the mark. Hi5 back at you! 🙌!- PG.",2023-04-21 20:38:37
e8308058-fe0d-4284-ade4-b6a0a9deacd6,Wood Estey,https://play-lh.googleusercontent.com/a/AGNmyxZVykxbZD34i4XI8MIEVyVkIac0fFaFaOmBmcuU=mo,It’s a good app to have! Really very good with easy and instant account opening service with paperless documentation Glad to have it and recommend it to others as well,5,0,1.37.0,2023-04-21 17:40:02,"We’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-21 18:01:44
36467a96-5d27-4e4a-a032-ce85b79f5fea,Gregory Toko,https://play-lh.googleusercontent.com/a/AGNmyxZcL_jPCbqpQeFkJ5zzV05R-vVSxWNqUaO145n3=mo,It is a lovely app as well as good in work experience Best online banking services provided by NiyoX with world class mobile banking app interface,5,0,1.37.0,2023-04-21 17:39:37,"We’re thrilled that you gave us a 5-star rating, Gregory! Glad that we’re able to add value to your life with our services. Hi5 back at you! 🙌- PG.",2023-04-21 17:58:53
117e1d0a-b168-45ea-8ecb-0867538e29ff,Hamilton Arah,https://play-lh.googleusercontent.com/a/AGNmyxZ6-ZBuo0_t5IcrWqfR3wgEpy6Zh4Hi56v74JpM=mo,This is a great app for doing transaction in savings a/c that gives the best interest rates in the industry It is a two in one platform for savings account and investment too,5,0,1.37.0,2023-04-21 14:16:12,"Thanks for the awesome review, Hamilton! We’re happy to hear that we've hit the mark. Hi5 back at you! 🙌!- PG.",2023-04-21 14:31:41
10535825-7fc4-4915-987a-69c34d78fc89,Barr Thuy,https://play-lh.googleusercontent.com/a/AGNmyxaUoUp4XmZlzhkEfCwHnXueucpXBbaG3e8BygUh=mo,It is really true that this app gives % interest pa on savings with zero commission on MF investment We got a world class mobile banking app interface Good app!,5,0,1.37.0,2023-04-21 14:16:07,"Hey There! We’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-21 14:35:29
b68fc77f-e532-4ea8-bf38-5b03d4bf3068,Poole Breezy,https://play-lh.googleusercontent.com/a/AGNmyxY1MSHmGOnfJbn0eC-iMpe1U-UXC0xy4xaNWeZY=mo,"Better than others apps, easy to use and helpful in every way The account opening process was smooth and hassle free",5,0,1.37.0,2023-04-21 14:11:01,"Hi Poole, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-21 14:16:37
c356a365-28df-4f29-ab8d-7bf14df865fa,Green Ryall,https://play-lh.googleusercontent.com/a/AGNmyxbKIK8Q0sfG_MndmsFLwNUJEcV2ZIIehaEJ3yum=mo,It's the best app for savings as per my experience They also charge nothing for non maintenance of minimum balance A very powerful in platform for savings and wealth investment,5,0,1.37.0,2023-04-21 14:11:00,"We are thrilled to have you as part of the Niyo family, Ryall! Your kind words mean the world to us and to our entire team. We look forward to serving you again soon! 😀- PG.",2023-04-21 14:19:14
47538957-7967-4e26-bd6c-49ca19653506,Estes Rahmat,https://play-lh.googleusercontent.com/a/AGNmyxZ6xLyuxPzwBxbQfI5Clm3fd8nN1wM0Ja3KjXt7=mo,"Very useful & secured application You can get industry’s best interest rate which is % per annum and that’s not all, the app helps in managing both savings and investment a/c in one",5,0,1.37.0,2023-04-21 13:04:10,"We are thrilled to have you as part of the Niyo family, Estes! Your kind words mean the world to us and to our entire team. We look forward to serving you again soon! 😀- PG.",2023-04-21 13:23:31
4df898e7-0f4e-4fbc-9521-4f41897dd562,Kidd Liliane,https://play-lh.googleusercontent.com/a/AGNmyxYn1IDgI8C-nQAnSTBqYyuOiFLiCrmA1Gt5G1ZF=mo,It’s very easy and secure than other payment apps Very nice application for getting virtual card also I would love to give them star rating,5,0,1.37.0,2023-04-21 13:03:55,"Hi Kidd, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-21 13:25:54
eaedea61-0f4a-41d4-89fd-2d6b56ba5beb,Shiva Vasu,https://play-lh.googleusercontent.com/a-/ACB-R5RxCEhTpKFI0Y3e1yzhWfAFKLoxZCCKPzQGhwEXmQ,good 😍,5,0,1.37.0,2023-04-20 18:23:34,Hey Shiva! We’re ecstatic that we've met the 5-star mark for you. We'll strive to continue the same excellence :) - PR.,2023-04-20 18:33:55
08b4f41a-054c-4800-8c4a-1c6d75a0a3e0,RK officer,https://play-lh.googleusercontent.com/a-/ACB-R5QfpsXlzAQSSQtbFKGjQN6l7nB16KJEXYewAIbr,"The app has saved me both time and money by making it easier for me to do my banking. Because it gives me data in almost real time, I've been able to grow my business.""",5,0,1.37.0,2023-04-20 16:19:35,,
958cd17e-b6e1-404e-ae81-c3775aecf283,Brij Kumar Yogi,https://play-lh.googleusercontent.com/a-/ACB-R5R8TVqXw8CQds9EQDPNN5Ynk4d1pK2KKqm_AnMeS34,works smoothly.,5,0,1.37.0,2023-04-20 13:48:16,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Brij! 🙌- PG.",2023-04-20 14:02:01
bc2f16b1-26fd-45f9-b480-3daa697adb03,Dheenadayalan Asokan,https://play-lh.googleusercontent.com/a-/ACB-R5RCPOJhp-rK35RAQ9C3Z0DdAzRAl5MXVUEWWeckuQ,Excellent,5,0,1.37.0,2023-04-19 13:28:36,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Dheenadayalan! 🙌- AS.",2023-04-19 13:44:06
25a88e05-54c6-4a5e-becf-552be0b8c689,Fauzi Nomad,https://play-lh.googleusercontent.com/a-/ACB-R5QOAkytffVXc-IEZFdit2dCfiIx9igbK6tb5lbrmw,I am really loving this App and card. i am going out of the country soon and i am already confident that this card will be a no hassle credit card and will help me travel with peace of mind. one needs to use the app for about a few hours to get totally comfortable with the interface. If you are a frequent traveller outside India you must use the Credit Card because debit card don't have that international transaction feature. so till now the experience has been good and will update you again.,5,1,1.37.0,2023-04-19 11:16:47,"Wow, we are blown away by your positive words and we really appreciate the time you took to write such a detailed review! Thanks a lot, Fauzi.😀- AS.",2023-04-19 11:32:33
94d25876-ac42-4bd5-9088-d9011ee7cb04,Hogan Kwang,https://play-lh.googleusercontent.com/a-/ACB-R5SGOTFjfwZS15rOgrYUdY2wg_yO7MSlEohtB66F,The best part is that I can always see what I'm holding and make changes as needed,5,0,1.37.0,2023-04-18 18:57:32,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Hogan! 🙌- AS.",2023-04-18 19:04:39
503e16c6-5722-4a39-b959-1385402c07f3,Santana Fricker,https://play-lh.googleusercontent.com/a-/ACB-R5SWzOVyNf7WhV8WTUjwUmtq2bfNUJQo5wL3nLBQ,"I've been using the Niyo Global app for a while now, and I have to say that the SIP interface is really impressive",5,0,1.37.0,2023-04-18 16:58:55,"Thanks for the review, Santana! We’re happy to hear that we've hit the mark. Hi5 back at you! 🙌!- PG.",2023-04-18 17:07:19
17a63446-ab95-4bda-93fd-51706a2b9c3f,Barr Achar,https://play-lh.googleusercontent.com/a/AGNmyxYwH3wXp1lPekHZhxQl6E_jklTbSZosciyNoOFU=mo,"The app also gives me statistics on how my assets are doing, so I can keep track of how things are going",5,0,1.37.0,2023-04-18 15:32:44,"We’re ecstatic that we've met the 5-star mark for you, Achar! Kind folks like you make our job a pleasure. Thank you! 😀- PG.",2023-04-18 15:38:35
c9f1a003-cc5f-4de7-916a-dd79b091ca04,Gaurav Radadiya,https://play-lh.googleusercontent.com/a-/ACB-R5QX54JCWJNPQ6nTw5Ao7dQEgY7uXF6zu5wZZC8wUh0,"Easiest Banking Experience I had in my life. Within 15 minutes, I had my bank account, debit and credit card and FD. UPI enabled and ready to travel globe 🌎",5,0,1.37.0,2023-04-18 14:42:36,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you, Gaurav! 🙌- AS.",2023-04-18 15:08:33
718be59d-6720-4952-91f1-2e847a57c4ee,Himanshu Ranjan,https://play-lh.googleusercontent.com/a-/ACB-R5RAm5Kn1e9ZQAtlBJ9c72Ur_7Ua_Ru5p4ZcZDLRqhs,Good app as well as bank,5,0,1.37.0,2023-04-18 12:34:15,"We’re happy to hear that we've hit the mark for you! We'll strive to continue the same excellence. Thank you! 🙌
- MR.",2023-04-18 12:39:35
ab307e92-2800-4b16-baec-9cf3a64adadb,AR D,https://play-lh.googleusercontent.com/a/AGNmyxZpwBnFOY9HaA2ZX4t9R6ktDeMoLiWYaAqZ6Lr4bos=mo,Not able to open the app,5,0,1.37.0,2023-04-17 22:59:10,"Hi AR, seems like there's a glitch.🤐 Kindly update the app to the latest version and try loggin. You shouldn't face any issues if the issue persists kindly write to us at global.escalation@goniyo.com from your registered email address our team will be happy to assist you better. - MR.",2023-04-18 09:09:14
4f4ebbb6-9310-45af-9f8c-8b5bde2eb72c,Irwin Isaacs,https://play-lh.googleusercontent.com/a/AGNmyxaJlpiIE1r9-MEP7jPt2VHAapl1H9d7BwBei8DU=mo,"It is an indispensable tool for small business owners Using the expenditure management tool of the Niyo Global app, I can simply categorize my business expenses and generate reports with a few clicks",5,0,1.37.0,2023-04-17 19:29:34,"Hi Irwin, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services. - SK.",2023-04-17 19:42:52
e660b485-e71d-49f4-b001-d0170258a480,Adams Benedick,https://play-lh.googleusercontent.com/a/AGNmyxbbu497GVz-CrKV9qAWzpWljT9pVMRATXhJyBl_=mo,"The Niyo Global app's customer service team is exceptional Anytime I've had a query or problem, they've responded immediately and resolved it",5,0,1.37.0,2023-04-17 19:29:22,"Hello Adams, we are elated to receive such wonderful feedback on our services. It surely motivates us to go the distance- PR.",2023-04-17 19:40:26
3980b6e8-dd9f-43bc-8e10-7eab328b4356,Woodward Hattie,https://play-lh.googleusercontent.com/a/AGNmyxYE8mNnpg8a9sakIgOkooFGMwSQcGLkgnFWy-co=mo,"If you want to raise your credit limit quickly and easily, I highly recommend using this app!",5,0,1.37.0,2023-04-17 17:15:02,"Hi Hattie, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-17 17:28:57
0b2ae670-fe1e-4d3f-9e6d-ca69da01919a,Chavez Remmy,https://play-lh.googleusercontent.com/a/AGNmyxZgthj4UOeHyW9yjk7zCwTPCenNUgCF24RArbI8=mo,Its devotion to client satisfaction demonstrates the company's drive to assisting businesses in achieving success,5,0,1.37.0,2023-04-17 13:55:29,"Hi Chavez, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services.- SK.",2023-04-17 14:22:53
aa835e00-e163-469d-b4df-95547be9d586,thummu tirumaladilip,https://play-lh.googleusercontent.com/a-/ACB-R5SZHRvFv6pFe9Jf-ibJ_FmxNgwXPHRM13g51TFmow,"Application is awesome, i really impressed the way it guides.",5,0,1.37.0,2023-04-16 23:50:46,"Hi Thummu, Thanks for the awesome review! We’re happy to hear that we've hit the mark. Hi5 back at you! 🙌- MR.",2023-04-17 07:53:53
7c989572-2602-481d-9fea-068fe1a4c9e6,Arnold Tendai,https://play-lh.googleusercontent.com/a/AGNmyxbNN5PLkTpQ5wzBjpICI4PBkHlInwm9tW8lKf_h=mo,"As a business owner who frequently travels abroad, I was looking for a way to simplify my financial management and avoid hefty transaction fees",5,0,1.37.0,2023-04-16 19:58:32,"Hi Arnold, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services. - SK.",2023-04-16 20:11:21
e983fcc0-512e-427b-bb1f-8a06a651a20c,Ishan Khare,https://play-lh.googleusercontent.com/a-/ACB-R5StBFmDmFstzR9gxGngc1HzUwp6n09W15Dnt08fGqg,"I'm an existing customer, this new version makes me signup from scratch with a mobile OTP everytime I close the app and open again Edit: the issue was resolved thanks you the assistance of the social media team",5,0,1.37.0,2023-04-16 18:33:00,"Hi Ishan, we're happy to have an update and hope you enjoy the services ahead. Never hesitate to reach out to our Live Chat Support on the Niyo Global app or write back to us at global.escalation@goniyo.com in case of urgency or help needed. Take care! - SK.",2023-04-16 18:42:01
881029e0-477e-4bf5-8a3f-8a63943de270,Wong Maggard,https://play-lh.googleusercontent.com/a/AGNmyxazEWCiegvt8nGGBBYf_5Lu30GaYYq2YtY8-dMT=mo,"The app's 'boosts' feature allows me to earn cashback on all my transactions, which really adds up over time",5,0,1.37.0,2023-04-16 15:38:10,Hi there! Thank you so much for the positive feedback. We are glad that you are enjoying our services so far. - KK.,2023-04-16 15:48:50
7121ca45-a679-4c37-809d-6bf9167fc4f6,apurupa sholavaram,https://play-lh.googleusercontent.com/a/AGNmyxbQ7H5z5CuIpRd4_3Di6n50Z_1vMIuBxMVT39TZ=mo,"One of the best customer care serviced financial institution. Very quick response and always there for help. I was struck in international Airport with my app logged out n unable to do transactions as the international transaction enable toggle was off, n I couldn't get into app to do.but one message to the help desk and within span of minutes I had the issue resolved and my trip had no hiccups. One of the most reliable company, and definite recommended for travel. Thank you so much Niyo team.",5,2,1.37.0,2023-04-16 13:31:41,"Hi Anurupa, we appreciate you for taking the time to share positive feedback and are glad that you are happy with our services, and we believe that you will recommend Niyo Global to your family & friends to give them the best banking experience at their fingertips. Take Care! - SK.",2023-04-16 13:39:18
b3958045-03b4-481d-b260-d88b4f51ad24,Hutha Sun,https://play-lh.googleusercontent.com/a/AGNmyxZDEhLKowtMfJwNeREAKoW71FV-lhMZctaofCPn=mo,Excellent credit limit,5,0,,2023-04-15 19:30:04,"Hey Hutha, we’d like to thank you for taking the time to write this review of Niyo Global. All feedback is highly appreciated, as it enables us to further develop our products and services. - SK.",2023-04-15 19:39:53
534f29bd-4f6f-4cb5-b01a-bde20a428532,Lohith Kumar Reddy C,https://play-lh.googleusercontent.com/a-/ACB-R5QmvorHUXHaWHy2ARNNVoe0gzAP-au52xyy3Amelg,Gets blocked by RBI. The chat support is timely but cannot fix a problem. Edit: Unable to open the app. Stuck at the first page blue screen. Uninstalled and reinstalled twice. Edit: just got contacted by Mr.Surendra from social media team and the issue got resolved. That was quick.,5,0,,2023-04-15 18:25:12,"Hi Lohith, thank you for your precious time over the call. As discussed, we are glad to know that the reported issue is resolved. Please be informed that we have noted your feedback, which will definitely be shared with the team to improve the customer experience. Take Care! - SK.",2023-04-15 18:27:46
